3328.512	25.192	10673175	1758	100
2983.4639	23.756	9276684	1651	100
2685.286	16.7	8123710	1273	100
2654.4105	20.727	6691067	1513	100
3014.3392	20.024	6652887	1468	100
3984.471	26.106	5623725	1823	100
3776.5645	21.762	5327683	1554	99.5
3657.5668	27.417	5126136	1903	100
3777.6332	32.777	4553148	2318	100
3102.4605	18.572	4279580	1379	100
3673.5593	25.936	4042227	1813	100
2999.4582	21.802	3965040	1557	80
3447.5082	18.603	3429760	1385	100
3373.4055	23.3	3377181	1626	100
2541.4824	27.899	3029272	1947	100
2379.2626	14.091	2865474	1158	100
2773.4081	14.261	2718799	1168	100
3166.5661	32.358	2499558	2295	97.3
3471.6055	32.073	2485944	2270	100
2349.3689	18.43	2431764	1360	100
3678.4475	24.665	2416318	1703	100
2349.3683	18.812	2355002	1402	100
2847.5087	28.729	2275337	1999	94.3
3526.4333	20.318	2252901	1487	100
3678.4468	25.031	2103607	1744	100
3328.5107	24.568	1915662	1693	88.5
2044.3269	16.8	1700693	1287	100
2694.4162	19.735	1609121	1448	100
3373.4031	22.794	1575094	1606	100
2915.3646	17.907	1557574	1321	100
3431.5155	22.107	1440341	1578	100
3182.4272	22.222	1425309	1583	99.7
2296.38	18.835	1386812	1408	80
3549.5082	23.446	1383643	1636	85.3
1890.4097	27.2	1324986	1882	35.2
2656.4122	20.709	1244992	1507	80
3527.4738	22.091	1170464	1575	80
2334.3569	21.585	1156505	1545	100
2934.4451	24.172	1155214	1673	100
2636.3976	18.804	1152866	1400	97.6
2684.3018	16.168	1096933	1249	100
3608.5447	28.628	1088944	1989	100
2044.3263	15.008	1087020	1206	100
2908.3803	19.514	1083192	1441	94.6
3991.5474	21.646	1048173	1547	60
3330.5152	24.579	1043235	1695	93.6
3005.4488	23.759	990628	1652	100
3350.4967	25.194	990396	1759	100
3951.6171	31.433	989340	2212	100
3659.5698	27.424	986365	1908	100
2965.4509	22.54	967811	1595	100
2836.577	31.576	950034	2223	93
3013.3527	19.5	945390	1439	100
3856.5272	23.797	914992	1655	77.1
3310.5002	24.096	893984	1666	100
2331.3579	16.469	885794	1261	100
1225.3215	14.484	882395	1184	100
2602.3556	17.664	861780	1313	98.3
2676.3951	20.721	859406	1510	100
3888.5109	25.946	840848	1815	79.1
3127.5471	30.633	821368	2152	99.5
1528.3836	29.017	808874	2023	100
2197.4376	26.474	795604	1842	77
2875.4165	25.013	791085	1743	84.4
3301.4496	19.438	786537	1434	60
2694.4156	20.054	779982	1472	99.8
3220.4052	18.523	773618	1375	99.9
3549.5052	28.49	765045	1982	89.8
3543.4578	25.545	749833	1790	80
2201.3179	21.654	741480	1548	100
2401.2454	14.072	730261	1152	80
2877.3865	20.523	719953	1499	89.6
2707.2719	16.687	704740	1270	100
2585.3774	21.979	698999	1568	100
3852.669	31.185	679047	2195	58.3
2546.3668	22.373	637503	1590	100
3036.3251	20.019	614575	1464	100
2389.3739	18.437	605698	1363	96.6
3622.5608	29.912	583628	2106	97.6
3246.445	22.215	582160	1582	100
2026.3156	14.143	570234	1161	100
1928.2654	24.838	558654	1723	80
2663.4109	24.181	556309	1675	100
3858.5838	31.944	555030	2251	80
3965.5546	24.164	552726	1670	60
2162.4762	29.791	529408	2081	77
2914.4309	24.97	522348	1737	93
2698.3773	20.733	515325	1515	100
2491.5314	31.464	511098	2217	100
2629.4045	23.877	504486	1660	97.1
1660.2558	17.428	499988	1307	100
2548.334	16.606	486336	1264	68.2
3646.579	31.535	482727	2219	72.6
3214.4077	21.541	482194	1544	70.1
1891.3943	24.135	457176	1668	87.4
