2685.2836	6.593	9612100	1396	0.097	100
2379.259	6.043	8862830	1202	0.102	100
4289.5007	8.942	8348561	2375	0.117	100
2073.2354	5.369	8131266	958	0.115	100
3984.4601	8.709	6419872	2264	0.105	100
3014.3343	7.355	6218090	1681	0.099	100
3776.5516	7.745	5639286	1822	0.113	100
3102.4553	7.075	5583907	1576	0.101	100
4410.6408	8.523	4702025	2175	0.095	100
1767.2087	4.484	4522172	713	0.156	80
4962.6366	9.521	4164710	2724	0.111	100
3678.438	8.403	3957178	2093	0.141	95.9
4618.5517	9.346	3797284	2619	0.103	100
5579.6773	9.748	3781679	2858	0.118	100
1438.1575	3.239	3687690	419	0.1	100
5923.7405	9.942	3582579	2960	0.11	80
5271.6374	9.631	3108073	2802	0.1	100
6648.9464	9.893	3092250	2935	0.104	100
2773.4042	6.085	3053673	1216	0.092	100
3373.3964	8.12	2974994	1967	0.089	100
4739.6917	9.123	2963739	2458	0.096	100
7287.9501	10.6	2830296	3232	0.128	80
6269.7714	10.091	2753572	3025	0.108	100
4105.6016	8.447	2679354	2121	0.103	100
6613.8573	10.232	2661451	3082	0.11	80
2138.3286	3.114	2576066	374	0.086	100
9925.3349	11.871	2494820	3920	0.142	80
7963.0075	10.91	2445671	3358	0.127	80
6343.9049	9.9	2309111	2942	0.108	100
7275.0127	10.396	2267279	3163	0.117	80
3431.5054	7.91	2247902	1886	0.091	100
2444.3519	4.324	2173800	667	0.096	100
5998.8627	9.818	2160204	2895	0.11	100
4081.5924	7.715	2158308	1807	0.087	100
8267.0529	11.141	2101412	3519	0.142	80
2467.3789	4.806	2083726	796	0.093	100
5044.7319	9.175	2073512	2498	0.098	100
9250.171	11.738	2073302	3869	0.146	80
1093.1105	1.8	2062278	129	0.206	80
4327.45	8.941	2023157	2371	0.114	100
8271.1067	10.603	1920966	3236	0.115	80
5349.7949	9.288	1906782	2565	0.093	80
6268.7805	10.089	1832353	3017	0.107	80
7943.057	10.275	1813766	3109	0.131	99.9
7620.0765	10.498	1762814	3204	0.11	85.4
10212.3857	11.075	1716807	3480	0.122	91.1
8376.2951	10.827	1710863	3327	0.116	80
1832.3043	2.303	1710086	190	0.148	100
8577.2011	10.66	1709835	3267	0.124	80
6943.865	10.468	1708708	3190	0.119	91.3
2773.4034	5.685	1696734	1063	0.094	100
2707.2627	6.595	1682892	1404	0.098	100
1527.2644	1.972	1655712	152	0.158	100
6942.9055	10.469	1614314	3191	0.107	80
7926.1455	10.423	1562423	3173	0.122	80
2161.3551	3.798	1544446	544	0.119	100
10250.8611	11.994	1542544	3968	0.177	80
2095.2143	5.37	1535957	960	0.117	100
6614.8124	10.232	1506355	3084	0.104	89.4
9691.0068	11.728	1504638	3857	0.137	80
4311.4833	8.942	1504443	2376	0.111	100
4617.5626	9.344	1504098	2610	0.112	100
2401.2383	6.042	1468242	1201	0.096	100
4022.4069	8.709	1457722	2260	0.099	100
9580.2455	11.864	1450228	3906	0.143	80
4410.6436	8.4	1439713	2090	0.117	85.1
8946.1664	11.727	1364582	3855	0.134	80
3373.3948	7.99	1345351	1915	0.096	100
1856.3153	3.218	1266301	408	0.098	100
9250.3655	11.732	1230994	3864	0.126	80
6954.1339	9.836	1205407	2907	0.119	80
6954.9754	9.838	1201050	2910	0.099	80.3
9580.5555	11.869	1197512	3914	0.142	80
1206.2286	2.926	1172115	266	0.075	100
1640.1925	3.387	1166654	470	0.155	80
8143.1436	11.673	1160149	3820	0.162	80
4656.5119	9.346	1139431	2617	0.107	100
2875.4124	8.608	1126672	2208	0.104	100
8268.0027	11.143	1087860	3521	0.135	80
1945.2359	4.254	1073738	637	0.163	80
9251.2074	11.743	1059830	3879	0.132	80
5001.5623	9.524	1048728	2729	0.113	90.8
8285.5443	10.091	1042998	3026	0.117	80
8568.1661	11.281	1036837	3572	0.11	80
9177.4492	10.832	1026320	3332	0.128	80
4006.4409	8.709	1026226	2261	0.095	100
3036.3137	7.355	1022950	1682	0.108	100
877.1786	1.27	1022495	117	0.092	100
5538.6799	9.719	1016208	2839	0.154	80
2723.2286	6.595	994723	1403	0.106	100
5309.5942	9.631	984798	2799	0.106	100
1789.1886	4.487	977353	717	0.157	100
4253.5495	8.576	964805	2184	0.12	95.8
8306.0811	11.139	953916	3515	0.143	78
3919.456	8.477	949433	2148	0.101	100
2672.3697	6.546	948266	1383	0.144	87.4
5617.623	9.749	926861	2861	0.098	95.2
5655.7967	9.545	914935	2745	0.094	100
9520.8608	11.993	914628	3964	0.17	79.2
2417.2047	6.044	899740	1204	0.11	100
3676.3711	8.396	897961	2086	0.101	80.6
2908.3738	7.226	893775	1633	0.11	99.6
7326.871	10.606	891440	3239	0.122	80
3216.4137	7.523	889758	1741	0.105	100
8898.2039	11.55	881534	3746	0.108	80
8896.1598	11.55	875226	3744	0.147	80
7498.3074	10.347	867825	3147	0.116	80
9581.2427	11.863	865102	3905	0.132	80
2621.2644	6.192	864864	1263	0.097	100
3549.4505	6.935	859650	1522	0.14	100
3792.5436	7.578	859626	1757	0.106	100
7617.9417	10.826	852001	3325	0.112	80
9223.6475	11.284	842182	3576	0.105	80
9425.8436	11.69	840469	3830	0.115	80
2111.1808	5.37	838595	961	0.113	100
4962.546	9.526	837591	2733	0.101	80
2234.2767	5.948	831542	1167	0.142	100
2201.3145	7.966	830954	1906	0.087	100
3931.5336	8.198	830666	2014	0.154	100
8473.1988	11.943	829791	3934	0.184	56.2
2570.3119	6.356	827226	1311	0.142	94
1511.2689	2.572	819385	235	0.083	100
1294.1617	2.945	818534	286	0.089	100
2334.3524	7.863	815321	1869	0.121	100
1623.2143	4.693	809730	766	0.121	100
2265.2775	5.781	805867	1114	0.134	100
7831.4868	11.712	803153	3844	0.179	73.5
3549.5066	8.175	796271	2001	0.119	80
8642.1593	11.551	793867	3748	0.126	79.5
1882.2579	6.343	791029	1301	0.127	100
2010.1991	4.947	788898	841	0.135	100
10228.3852	11.064	786922	3459	0.163	60.9
4985.5845	9.524	786026	2731	0.107	100
2977.4056	6.33	782907	1292	0.111	100
6307.7216	10.089	782611	3018	0.106	80
7288.9012	10.601	779104	3234	0.096	80
9536.4266	10.778	770641	3303	0.125	80
9201.2581	11.313	769527	3609	0.113	80
5578.6805	9.749	768580	2859	0.107	80
1959.2473	5.318	763835	947	0.146	87.5
9602.2682	11.857	762417	3898	0.153	55.8
6242.7886	10.317	762260	3129	0.106	80
2977.4055	6.985	752963	1544	0.124	100
9288.224	11.735	750638	3867	0.181	77.4
10253.6732	11.99	750623	3956	0.138	80
2836.3887	8.884	749934	2352	0.113	100
1622.2285	5.872	747066	1131	0.095	100
7621.0508	10.497	746533	3202	0.102	100
7808.2061	11.668	743712	3814	0.203	75
4248.5099	8.964	742405	2383	0.098	100
7980.0006	10.277	741468	3112	0.126	71
2283.2947	5.896	737601	1140	0.231	80
3296.4606	7.422	728511	1702	0.124	100
10276.3002	11.993	726276	3965	0.14	54.7
1460.1364	3.24	720305	422	0.101	100
2297.3102	6.08	719748	1214	0.124	80
7959.0613	10.265	715638	3102	0.116	72.8
4214.5406	8.477	713958	2149	0.171	94.1
8272.135	10.605	712934	3237	0.102	80
3244.4037	6.525	712633	1374	0.148	80
10211.3522	11.073	709961	3474	0.129	80
2352.3268	5.219	706094	910	0.168	80
4426.6381	8.422	705987	2110	0.136	100
7595.9451	10.085	705622	3014	0.137	80
9619.1248	11.869	703895	3910	0.148	59.8
3628.4769	7.296	697838	1664	0.127	100
3602.4864	7.741	696589	1814	0.096	100
2875.3537	6.456	694762	1353	0.101	100
9962.2765	11.872	691353	3921	0.143	73.5
5924.7327	9.944	689750	2962	0.086	100
4577.5558	9.292	675040	2570	0.092	92.7
3861.5174	7.965	674327	1904	0.145	80
2609.3337	5.912	672079	1143	0.117	100
3052.2809	7.352	666661	1676	0.102	100
2915.3611	6.914	665457	1515	0.104	100
9947.3605	11.87	662161	3915	0.145	62.2
3124.437	7.076	662009	1577	0.102	100
6981.8378	10.464	660900	3183	0.109	80
6607.9494	11.052	654160	3445	0.174	72.9
5854.2928	11.033	653711	3426	0.137	80
2290.2834	5.223	652688	913	0.146	100
2915.4189	7.243	648091	1639	0.175	81.2
9943.1325	11.862	644663	3903	0.165	73
3013.3453	7.245	644538	1642	0.135	100
2929.3742	6.705	631496	1440	0.156	80
3510.4837	9.35	626722	2623	0.09	100
4888.6299	9.042	623915	2421	0.126	81.4
3614.4194	8.157	621435	1993	0.13	96.7
4837.6867	10.715	620757	3283	0.127	80
6651.8789	10.239	619073	3088	0.123	80
2642.356	6.651	613349	1421	0.095	100
1928.2525	5.381	608528	973	0.124	100
5230.6483	9.606	607127	2787	0.097	100
3628.4801	7.496	604230	1728	0.104	100
2055.2204	4.816	603531	803	0.109	100
2898.3771	6.261	600243	1277	0.116	100
1625.1479	3.499	596451	494	0.12	100
1247.1827	4.702	596125	773	0.099	100
5510.8163	11.034	595071	3427	0.179	80
3307.4392	7.479	594790	1711	0.089	100
2645.2769	6.529	592209	1376	0.11	100
2950.3182	6.994	585812	1546	0.092	100
1278.1678	2.983	584544	330	0.084	100
2546.36	7.996	583632	1923	0.087	100
1929.2451	5.38	583047	972	0.144	100
1611.2127	3.216	581304	405	0.102	100
2378.2714	5.927	573318	1151	0.086	100
9507.2765	11.082	572956	3486	0.132	80
3180.4486	8.472	572311	2145	0.083	100
5580.6728	9.749	571585	2860	0.113	100
1943.2554	4.394	567143	682	0.16	80
2287.3084	5.722	567012	1077	0.132	100
3858.5673	10.229	564915	3076	0.084	100
9882.4932	10.837	564822	3335	0.142	76.4
4640.542	9.346	563382	2618	0.104	100
6357.8354	9.47	559782	2706	0.111	68.6
2117.1951	5.371	558815	967	0.122	100
8500.3784	11.732	550237	3863	0.154	69.9
7165.9812	10.519	549951	3206	0.108	80
3118.4438	6.673	549325	1429	0.129	95.7
1438.1564	3.079	542771	355	0.069	100
2315.2398	5.543	540948	1027	0.157	100
6834.8567	11.405	540346	3660	0.163	62.8
2654.4032	7.621	535120	1770	0.197	100
6854.9741	11.172	533821	3530	0.139	70.5
1021.1598	2.962	533245	305	0.081	100
3798.5326	7.742	532210	1817	0.102	100
1998.2804	4.907	530796	824	0.14	100
4276.4956	8.579	528704	2189	0.131	100
1970.1939	4.769	527833	786	0.139	80
9963.307	11.871	526923	3916	0.124	67.8
5224.6738	9.304	526662	2586	0.13	80
9537.4041	10.776	525597	3302	0.148	80
4846.6299	9.145	524378	2473	0.176	80
6335.0213	11.219	523706	3550	0.151	70.9
1805.1553	4.492	523109	721	0.161	98.7
1476.1036	3.24	522748	421	0.094	100
3678.4308	8.495	521966	2163	0.091	87
1334.1676	2.938	520914	278	0.071	100
9618.2009	11.866	514931	3908	0.124	68
5963.6659	9.946	514168	2966	0.117	100
3322.4552	6.847	513993	1486	0.177	79
2729.2445	6.596	513313	1406	0.104	100
988.1371	2.007	511915	155	0.092	100
1317.1877	5.237	509904	921	0.107	100
1599.2013	3.314	508918	448	0.095	100
1968.2596	5.042	505224	866	0.122	100
7328.9404	10.151	503138	3047	0.147	80
2570.3123	5.934	501136	1156	0.088	100
8983.083	11.725	500926	3853	0.127	80
4018.5928	9.019	500533	2405	0.147	80
3532.4694	7.32	499827	1671	0.134	83.6
2999.4552	7.857	499136	1860	0.158	80
3524.4505	7.821	498652	1852	0.149	96
2561.3604	5.418	495884	978	0.134	98.3
2612.347	6.913	492499	1513	0.121	100
4236.5318	8.452	489711	2130	0.15	80
2296.3225	7.253	488586	1648	0.148	89.3
2423.2195	6.041	487714	1200	0.102	100
4599.5829	8.415	486789	2108	0.133	80
5653.8029	10.342	484769	3144	0.106	78.9
1623.215	3.915	484522	564	0.126	100
2507.3382	7.323	482439	1672	0.084	100
1927.2679	3.569	482202	510	0.148	100
3206.4286	7.603	480471	1762	0.132	100
6621.9859	11.014	478776	3396	0.164	58.3
1955.2312	4.775	477724	790	0.117	100
2264.2873	5.51	474502	1007	0.12	80
1382.201	2.938	473225	277	0.079	100
2977.4103	6.605	472962	1409	0.127	100
6858.133	10.446	472898	3180	0.105	80
2251.2588	5.01	472210	850	0.147	100
3559.4501	8.02	471833	1932	0.183	91.3
2912.4027	7.864	471712	1870	0.081	100
10250.3222	11.063	470501	3458	0.135	62.1
7626.1323	11.74	469870	3871	0.14	61.6
4979.7102	9.452	469549	2682	0.182	60.5
1646.2396	5.723	468438	1079	0.089	100
3181.4341	8.866	468335	2341	0.094	100
9178.2079	10.821	468323	3318	0.097	80
2869.3529	7.738	467277	1812	0.111	100
3700.4187	8.407	465689	2098	0.15	92
3885.4838	7.743	465338	1818	0.101	100
6030.8318	9.445	464848	2680	0.113	80
2507.3383	7.956	464339	1900	0.116	100
3283.4289	6.753	464175	1461	0.128	99.4
3235.4541	6.825	462866	1483	0.103	100
2602.3488	6.855	461884	1490	0.11	96.8
8983.3057	11.723	461138	3849	0.14	60.3
2585.3702	6.362	460499	1316	0.182	78.7
2343.3266	5.678	459726	1057	0.128	100
959.1114	2.939	459460	280	0.076	100
8821.1361	11.133	458285	3510	0.145	60
5859.7446	9.659	454192	2821	0.168	80
2201.3145	6.87	453799	1500	0.122	100
